id,tipo_recurso,idioma,recurso,problema,evidencia,url_o_archivo,fuente,estado,prioridad,impacto_seo,impacto_geo_llmo,impacto_comercial,solucion_recomendada,siguiente_lote_recomendado
MW-CONT-0552,page,en,H1,H1 multiple,h1_count=2; h1=Free International shipping canvases | Free Worldwide shipping,https://www.matchwalls.com/en/pages/free-international-shipping-canvases,inventario-urls.csv,VERIFICADO PERO MEJORABLE,MEDIO,Puede diluir la jerarquia de contenidos.,Dificulta extraer una respuesta principal clara.,Puede confundir en landings transaccionales.,Dejar un solo H1 y convertir el resto en H2/H3.,MW-H1-METAS-I18N-001
MW-CONT-0553,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Free International shipping canvasesAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/free-international-shipping-canvases,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0554,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,French wallpaperAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/french-wallpaper,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0555,page,en,H1,H1 multiple,h1_count=2; h1=Frequently Asked Questions about Wallpaper — MatchWalls | FAQ — Everything about wallpaper at MatchWalls,https://www.matchwalls.com/en/pages/frequent-questions,inventario-urls.csv,VERIFICADO PERO MEJORABLE,MEDIO,Puede diluir la jerarquia de contenidos.,Dificulta extraer una respuesta principal clara.,Puede confundir en landings transaccionales.,Dejar un solo H1 y convertir el resto en H2/H3.,MW-H1-METAS-I18N-001
MW-CONT-0556,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Wallpaper FAQ — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/frequent-questions,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0557,page,en,H1,H1 ausente,h1_count=0; title=How to measure a ceiling for wallpaper — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/how-to-take-ceiling-measures,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0558,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,How to measure a ceiling for wallpaper — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/how-to-take-ceiling-measures,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0559,page,en,H1,H1 ausente,h1_count=0; title=How to measure walls for wallpaper — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/how-to-take-wall-measurements,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0560,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,How to measure walls for wallpaper — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/how-to-take-wall-measurements,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0561,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Installation and mural samplesAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/installation-and-mural-samples,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0562,page,en,H1,H1 ausente,h1_count=0; title=Wallpaper installation guide — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/installation-guide,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0563,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Wallpaper installation guide — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/installation-guide,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0564,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,International wallpaper shipmentsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/international-wallpaper-shipments,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0565,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Legal noticeAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/legal-notice,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0566,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Matchwalls commitmentAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/matchwalls-commitment,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0567,page,en,H1,H1 ausente,h1_count=0; title=Gift Card – Art and DecorationAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/matchwalls-gift-card,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0568,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Gift Card – Art and DecorationAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/matchwalls-gift-card,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0569,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Online sales conditionsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/online-sales-conditions,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0570,page,en,H1,H1 ausente,h1_count=0; title=Payment methods — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/our-products,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0571,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Payment methods — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/our-products,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0572,page,en,H1,H1 ausente,h1_count=0; title=Private Customer Form – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/particular-form,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0573,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Private Customer Form – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/particular-form,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0574,page,en,H1,H1 ausente,h1_count=0; title=Payment Methods – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/payment-methods,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0575,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Payment Methods – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/payment-methods,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0576,page,en,H1,H1 multiple,h1_count=2; h1=Custom wallpaper — Create your unique mural with MatchWalls | Custom wallpaper — Create your unique mural with MatchWalls,https://www.matchwalls.com/en/pages/personalization,inventario-urls.csv,VERIFICADO PERO MEJORABLE,MEDIO,Puede diluir la jerarquia de contenidos.,Dificulta extraer una respuesta principal clara.,Puede confundir en landings transaccionales.,Dejar un solo H1 y convertir el resto en H2/H3.,MW-H1-METAS-I18N-001
MW-CONT-0577,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Custom wallpaper and murals — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/personalization,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0578,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Privacy PolicyAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/privacy-policy,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0579,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Professional Account for Commercial ProjectsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/professional-account-commercial-projects,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0580,page,en,H1,H1 ausente,h1_count=0; title=Professional Account – FormAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/professional-form,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0581,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Professional Account – FormAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/professional-form,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0582,page,en,H1,H1 ausente,h1_count=0; title=Professional Studios – Plan for ProfessionalsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/professional-studies,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0583,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Professional Studios – Plan for ProfessionalsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/professional-studies,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0584,page,en,H1,H1 multiple,"h1_count=2; h1=Wallpaper for professionals — Architects, interior designers and shops | Wallpaper for professionals — Architects, interior designers and shops",https://www.matchwalls.com/en/pages/professionals,inventario-urls.csv,VERIFICADO PERO MEJORABLE,MEDIO,Puede diluir la jerarquia de contenidos.,Dificulta extraer una respuesta principal clara.,Puede confundir en landings transaccionales.,Dejar un solo H1 y convertir el resto en H2/H3.,MW-H1-METAS-I18N-001
MW-CONT-0585,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Wallpaper for professionals — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/professionals,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0586,page,en,H1,H1 ausente,h1_count=0; title=Wallpaper samples — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/request-your-sample,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0587,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Wallpaper samples — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/request-your-sample,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0588,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,ReturnsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/returns,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0589,page,en,H1,H1 ausente,h1_count=0; title=Shipping and returns — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/shipments-and-returns,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0590,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Shipping and returns — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/shipments-and-returns,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0591,page,en,H1,H1 ausente,h1_count=0; title=Affiliate programme — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/social-press-and-affiliation,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0592,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Affiliate programme — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/social-press-and-affiliation,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0593,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Spain wallpaperAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/spain-wallpaper,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0594,page,en,H1,H1 multiple,h1_count=2; h1=Sustainability — MatchWalls | Sustainability commitment — MatchWalls,https://www.matchwalls.com/en/pages/sustainability,inventario-urls.csv,VERIFICADO PERO MEJORABLE,MEDIO,Puede diluir la jerarquia de contenidos.,Dificulta extraer una respuesta principal clara.,Puede confundir en landings transaccionales.,Dejar un solo H1 y convertir el resto en H2/H3.,MW-H1-METAS-I18N-001
MW-CONT-0595,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Sustainability — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/sustainability,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0596,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Terms and conditionsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/terms-and-conditions,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0597,page,en,Meta title,Title contaminado por metodos de pago en inventario historico,Web use conditionsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/en/pages/web-use-conditions,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
